ID,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y
13879,27,blue-collar,single,secondary,no,137,no,yes,cellular,25,jul,1,-1,0,unknown,no
15261,32,management,married,secondary,no,1477,yes,no,cellular,18,nov,1,-1,0,unknown,no
15302,34,entrepreneur,married,secondary,yes,-868,yes,no,unknown,30,jun,2,-1,0,unknown,no
22472,35,admin.,married,secondary,no,786,no,yes,cellular,25,jul,1,-1,0,unknown,no
19856,42,blue-collar,married,unknown,no,1123,yes,no,unknown,29,may,3,-1,0,unknown,no
11899,51,management,married,primary,no,6298,yes,no,unknown,20,jun,3,-1,0,unknown,no
12553,49,unemployed,married,primary,no,126,yes,no,cellular,19,nov,2,-1,0,unknown,no
15615,43,unemployed,married,unknown,no,970,yes,no,telephone,1,sep,13,288,11,failure,no
20367,27,blue-collar,single,secondary,no,551,no,no,cellular,3,feb,2,-1,0,unknown,no
22227,30,blue-collar,married,primary,no,201,yes,no,cellular,31,aug,1,157,12,failure,yes
13094,57,management,married,tertiary,no,1963,no,yes,cellular,8,aug,3,-1,0,unknown,no
10932,46,technician,single,tertiary,no,3133,no,no,cellular,6,aug,3,-1,0,unknown,no
21426,34,blue-collar,married,primary,no,-703,yes,no,cellular,18,may,2,-1,0,unknown,no
18675,41,admin.,married,secondary,no,-62,yes,yes,unknown,5,may,2,-1,0,unknown,no
13570,38,technician,married,secondary,no,565,no,no,cellular,20,aug,2,-1,0,unknown,no
21814,35,blue-collar,married,secondary,no,449,yes,no,cellular,28,jul,4,-1,0,unknown,no
13960,49,blue-collar,married,primary,no,183,yes,yes,cellular,6,feb,2,-1,0,unknown,no
19598,38,blue-collar,divorced,secondary,no,595,yes,no,cellular,7,may,3,-1,0,unknown,no
16716,33,retired,married,secondary,no,165,no,no,unknown,7,may,1,-1,0,unknown,no
15294,56,retired,married,primary,no,13,yes,no,unknown,12,may,2,-1,0,unknown,no
16903,54,management,married,primary,no,630,yes,no,cellular,17,apr,2,-1,0,unknown,no
13464,41,technician,married,secondary,no,359,yes,no,cellular,17,apr,1,-1,0,unknown,no
19686,57,management,married,secondary,no,39,yes,no,cellular,15,may,2,-1,0,unknown,no
14485,36,management,married,tertiary,no,495,no,no,cellular,12,mar,3,182,6,success,yes
18033,55,admin.,divorced,secondary,no,3524,yes,no,unknown,19,may,6,-1,0,unknown,no
12466,55,admin.,married,secondary,no,139,yes,no,unknown,30,may,25,-1,0,unknown,no
14843,54,blue-collar,married,secondary,no,1288,yes,no,unknown,14,may,1,-1,0,unknown,no
20511,38,blue-collar,divorced,primary,no,0,no,no,unknown,12,jun,1,-1,0,unknown,no
19894,69,retired,married,secondary,no,2473,no,no,cellular,8,jul,3,-1,0,unknown,yes
16273,38,student,single,tertiary,no,1523,yes,no,unknown,5,jun,16,-1,0,unknown,no
20754,37,services,married,secondary,no,47,yes,no,cellular,20,apr,3,-1,0,unknown,no
21003,36,admin.,married,secondary,no,1867,yes,yes,unknown,27,may,2,-1,0,unknown,no
15619,25,blue-collar,single,secondary,no,491,yes,no,unknown,21,may,1,-1,0,unknown,no
15616,35,blue-collar,married,secondary,no,120,yes,no,unknown,28,may,2,-1,0,unknown,no
21580,32,management,single,tertiary,no,5276,no,no,cellular,21,nov,1,-1,0,unknown,no
19271,42,admin.,single,secondary,no,2095,yes,no,cellular,21,nov,3,-1,0,unknown,no
15958,32,blue-collar,single,secondary,no,-204,yes,yes,unknown,26,may,2,-1,0,unknown,no
22462,61,admin.,married,unknown,no,4629,yes,no,cellular,29,jul,3,183,2,success,yes
12940,31,admin.,married,secondary,no,728,yes,yes,cellular,15,may,1,352,4,failure,no
20383,50,blue-collar,married,primary,no,260,yes,no,unknown,12,jun,1,-1,0,unknown,no
20305,35,student,single,secondary,no,278,no,no,unknown,21,sep,1,-1,0,unknown,no
16240,43,management,divorced,tertiary,no,388,yes,no,unknown,8,may,2,-1,0,unknown,yes
11092,43,management,divorced,unknown,no,7702,no,no,cellular,22,may,1,95,2,success,yes
21737,43,self-employed,married,secondary,no,5704,yes,no,cellular,6,aug,2,-1,0,unknown,no
19622,41,management,divorced,tertiary,no,236,no,no,cellular,3,feb,2,-1,0,unknown,no
21894,55,management,divorced,secondary,no,204,yes,no,cellular,11,jul,2,-1,0,unknown,yes
16782,46,management,divorced,tertiary,no,1329,no,no,cellular,3,jul,2,-1,0,unknown,yes
15778,50,entrepreneur,married,tertiary,no,52,no,no,cellular,31,jul,8,-1,0,unknown,no
20316,36,blue-collar,single,secondary,no,690,yes,no,unknown,23,may,2,-1,0,unknown,no
15132,40,technician,married,tertiary,no,1034,yes,no,cellular,18,may,2,-1,0,unknown,no
22191,31,management,married,tertiary,no,827,no,no,unknown,20,may,1,-1,0,unknown,no
13254,58,entrepreneur,married,tertiary,no,0,no,yes,cellular,30,jan,1,2,2,other,no
19234,34,blue-collar,married,primary,no,-144,yes,no,unknown,6,may,2,-1,0,unknown,no
17984,32,blue-collar,married,secondary,no,10287,yes,no,cellular,27,may,4,188,1,failure,yes
15539,35,blue-collar,divorced,secondary,no,3102,yes,no,cellular,20,nov,1,-1,0,unknown,no
22792,37,admin.,married,secondary,no,131,no,no,cellular,17,nov,2,-1,0,unknown,no
16746,38,technician,divorced,tertiary,no,1425,yes,no,cellular,15,jul,4,-1,0,unknown,no
21304,37,blue-collar,single,primary,no,0,yes,no,unknown,5,jun,2,-1,0,unknown,no
20170,32,management,married,tertiary,no,553,yes,no,cellular,22,jul,1,-1,0,unknown,no
10535,46,blue-collar,married,primary,no,1085,yes,yes,cellular,15,may,2,353,58,other,yes
18283,52,management,divorced,tertiary,no,907,yes,no,unknown,4,jun,2,-1,0,unknown,no
11614,72,admin.,married,primary,no,2321,no,no,cellular,14,sep,2,64,12,failure,yes
15034,31,management,single,tertiary,no,3625,yes,no,cellular,19,nov,1,180,2,failure,no
21611,34,technician,married,secondary,no,46,yes,yes,unknown,3,jul,1,-1,0,unknown,no
22613,62,unknown,married,secondary,no,367,no,no,telephone,7,sep,1,189,5,failure,no
17785,29,technician,single,secondary,no,142,yes,yes,unknown,20,jun,2,-1,0,unknown,no
11017,33,technician,single,secondary,no,-96,no,no,cellular,29,jan,4,-1,0,unknown,no
20562,39,services,married,secondary,no,2758,no,no,cellular,4,feb,3,-1,0,unknown,yes
20148,25,blue-collar,single,unknown,no,431,yes,no,cellular,16,apr,1,317,12,failure,no
12233,53,housemaid,married,primary,no,994,no,yes,cellular,28,jul,3,-1,0,unknown,no
22759,37,management,married,primary,no,1959,no,no,unknown,11,jun,1,-1,0,unknown,no
11581,31,technician,single,secondary,no,622,no,no,cellular,4,feb,5,-1,0,unknown,no
15830,51,retired,married,secondary,no,1435,no,no,unknown,11,jun,1,-1,0,unknown,yes
21084,48,self-employed,married,secondary,no,1559,no,no,cellular,13,aug,1,190,2,failure,no
21040,38,technician,married,secondary,no,1919,no,no,cellular,4,aug,1,-1,0,unknown,yes
16299,28,services,single,secondary,no,217,yes,no,cellular,9,feb,3,-1,0,unknown,no
11025,35,blue-collar,married,secondary,no,1330,no,no,cellular,10,jul,1,-1,0,unknown,yes
14838,41,blue-collar,married,primary,no,7735,yes,no,unknown,14,may,1,-1,0,unknown,no
13544,38,technician,single,secondary,no,-242,yes,no,cellular,18,may,3,278,6,success,yes
12110,35,blue-collar,married,secondary,no,120,yes,no,cellular,14,apr,3,328,1,failure,no
16993,57,retired,single,primary,no,604,no,no,cellular,19,nov,1,-1,0,unknown,no
11897,55,admin.,married,secondary,no,865,yes,no,cellular,27,oct,1,111,3,failure,no
20567,56,blue-collar,married,primary,no,309,yes,no,cellular,14,may,2,367,4,failure,no
12712,30,management,married,tertiary,no,419,yes,no,cellular,4,jun,1,-1,0,unknown,yes
13473,46,management,married,secondary,no,1114,no,no,cellular,31,jul,8,-1,0,unknown,no
15687,31,technician,married,secondary,no,141,yes,no,unknown,21,may,2,-1,0,unknown,no
21880,23,student,single,secondary,no,0,no,no,cellular,30,apr,1,83,6,success,yes
21336,29,unemployed,married,secondary,no,687,no,no,cellular,8,oct,2,88,6,other,no
15821,58,admin.,married,unknown,no,528,no,no,cellular,12,aug,3,-1,0,unknown,no
15536,37,management,single,tertiary,no,3141,no,no,cellular,4,may,2,-1,0,unknown,yes
19414,36,admin.,single,secondary,no,0,no,no,cellular,20,apr,1,-1,0,unknown,no
22767,37,entrepreneur,married,tertiary,no,264,yes,yes,unknown,16,jun,1,-1,0,unknown,no
21356,34,blue-collar,married,unknown,no,553,yes,no,unknown,4,jun,2,-1,0,unknown,no
22843,56,blue-collar,married,secondary,no,385,no,no,cellular,20,aug,3,-1,0,unknown,no
12266,29,housemaid,single,tertiary,no,19,no,no,cellular,3,dec,1,230,1,success,yes
17703,31,blue-collar,single,secondary,yes,-535,yes,no,cellular,25,jul,1,-1,0,unknown,no
18475,31,blue-collar,divorced,secondary,no,-277,yes,no,telephone,17,jul,2,-1,0,unknown,yes
12294,33,technician,single,secondary,no,0,no,no,cellular,26,aug,4,-1,0,unknown,no
15011,34,admin.,single,secondary,no,4447,yes,no,cellular,2,jun,1,84,2,failure,no
15601,28,management,married,tertiary,no,12,yes,no,cellular,9,sep,1,-1,0,unknown,yes
18006,61,blue-collar,married,primary,no,5,no,no,cellular,6,aug,2,94,3,success,yes
14379,44,services,married,secondary,no,-1621,yes,yes,unknown,3,jun,5,-1,0,unknown,no
18656,44,technician,married,secondary,no,306,yes,no,cellular,28,jan,1,-1,0,unknown,no
21652,28,management,single,tertiary,no,1825,no,no,cellular,9,mar,1,-1,0,unknown,yes
10232,25,blue-collar,single,secondary,no,0,no,no,telephone,8,jul,1,-1,0,unknown,no
19868,30,blue-collar,single,primary,no,383,yes,no,unknown,9,may,1,-1,0,unknown,no
13711,43,blue-collar,married,primary,no,533,yes,no,cellular,14,may,2,370,1,other,no
21300,36,services,single,secondary,no,774,yes,no,cellular,3,feb,2,259,1,failure,no
14944,54,admin.,divorced,secondary,no,7089,no,no,telephone,17,nov,1,-1,0,unknown,no
22241,26,blue-collar,single,secondary,yes,-23,yes,no,unknown,12,may,1,-1,0,unknown,no
18650,49,unknown,married,primary,no,341,yes,yes,unknown,15,may,2,-1,0,unknown,yes
15786,43,management,married,tertiary,no,2987,no,no,cellular,4,jun,1,85,3,failure,yes
20281,35,self-employed,married,secondary,no,598,yes,no,cellular,20,apr,1,-1,0,unknown,no
19359,46,blue-collar,married,secondary,no,640,yes,no,cellular,6,may,1,55,5,success,yes
11563,38,blue-collar,married,secondary,no,50,yes,yes,cellular,11,jul,2,-1,0,unknown,no
10065,55,technician,married,secondary,no,445,no,no,cellular,4,aug,2,-1,0,unknown,no
13018,42,services,divorced,secondary,no,0,yes,yes,cellular,23,jul,1,-1,0,unknown,no
20616,31,management,married,tertiary,no,0,yes,no,cellular,4,may,2,167,1,failure,no
21487,52,management,married,primary,no,3343,no,no,cellular,13,oct,1,-1,0,unknown,no
12630,45,management,divorced,tertiary,no,-901,yes,no,unknown,26,may,3,-1,0,unknown,no
15069,31,technician,single,secondary,no,2544,no,no,cellular,12,jan,1,279,2,success,yes
20810,32,technician,married,secondary,no,212,yes,no,cellular,11,aug,2,-1,0,unknown,no
17616,41,admin.,divorced,secondary,no,6046,yes,yes,telephone,14,sep,2,-1,0,unknown,yes
15896,33,technician,married,tertiary,no,0,yes,no,cellular,22,jul,1,-1,0,unknown,no
12482,32,services,married,secondary,yes,-220,yes,yes,cellular,25,jul,2,-1,0,unknown,no
11253,44,services,single,secondary,no,532,yes,no,cellular,15,may,2,340,2,failure,no
17321,33,blue-collar,divorced,secondary,no,126,yes,no,unknown,7,may,3,-1,0,unknown,no
22050,46,admin.,married,tertiary,no,2552,no,no,cellular,3,sep,1,94,8,success,yes
10771,31,technician,single,tertiary,no,0,yes,no,cellular,17,jul,1,-1,0,unknown,no
11512,53,housemaid,single,primary,no,80,no,no,cellular,5,feb,2,-1,0,unknown,no
14626,44,unknown,married,unknown,no,1317,no,no,telephone,31,jul,6,-1,0,unknown,no
19898,23,blue-collar,single,primary,no,3198,yes,no,cellular,15,may,1,352,2,failure,no
17177,30,blue-collar,married,secondary,no,1177,no,yes,cellular,8,jul,2,-1,0,unknown,no
21566,43,services,married,secondary,no,43,yes,no,cellular,18,may,1,-1,0,unknown,no
10234,32,services,single,secondary,no,772,yes,no,unknown,15,may,3,-1,0,unknown,yes
14958,76,retired,married,tertiary,no,0,no,no,telephone,4,feb,3,169,1,failure,no
20762,39,entrepreneur,married,tertiary,no,345,yes,yes,cellular,29,jul,3,-1,0,unknown,no
21564,37,blue-collar,married,primary,no,1322,yes,no,cellular,21,nov,8,185,1,other,no
14829,32,student,single,secondary,no,1102,no,no,telephone,8,oct,1,-1,0,unknown,yes
13794,36,admin.,married,secondary,no,0,no,yes,cellular,29,jul,8,-1,0,unknown,no
11455,36,admin.,married,secondary,no,402,yes,no,unknown,14,may,2,-1,0,unknown,no
13234,38,technician,married,secondary,yes,0,no,yes,cellular,31,jul,28,-1,0,unknown,no
12749,32,management,divorced,tertiary,no,294,yes,no,cellular,17,apr,1,274,5,success,yes
21896,40,entrepreneur,married,secondary,no,0,yes,no,cellular,25,jul,1,-1,0,unknown,no
20580,42,management,married,primary,no,0,no,no,unknown,9,jun,1,-1,0,unknown,no
19711,42,admin.,married,secondary,no,-396,yes,no,cellular,11,may,1,308,4,failure,no
15462,36,management,married,tertiary,no,255,no,no,cellular,22,may,2,92,2,other,yes
14918,43,unemployed,single,primary,no,698,yes,no,unknown,14,may,1,-1,0,unknown,no
11478,33,technician,single,tertiary,no,8047,yes,no,cellular,18,may,1,263,13,failure,no
14069,34,management,married,tertiary,no,589,no,no,cellular,19,apr,2,-1,0,unknown,yes
10631,54,blue-collar,married,secondary,no,448,yes,yes,cellular,5,aug,1,-1,0,unknown,no
16832,30,blue-collar,single,secondary,no,-61,no,no,cellular,29,jan,2,196,1,failure,no
21844,27,admin.,single,tertiary,no,138,no,no,cellular,15,jun,2,-1,0,unknown,yes
13135,38,blue-collar,married,primary,no,476,yes,no,unknown,28,may,4,-1,0,unknown,no
15658,27,management,single,tertiary,no,1137,yes,no,cellular,8,may,1,-1,0,unknown,no
14036,45,management,single,secondary,no,451,yes,no,cellular,19,aug,2,-1,0,unknown,no
11826,51,management,single,tertiary,no,1565,yes,no,cellular,24,jul,3,-1,0,unknown,no
13592,28,student,single,secondary,no,67,no,no,cellular,20,aug,3,199,2,other,yes
10814,37,blue-collar,single,secondary,no,277,yes,no,unknown,3,jun,6,-1,0,unknown,no
18912,25,management,single,tertiary,no,493,yes,no,unknown,4,jun,1,-1,0,unknown,no
14293,54,unemployed,married,primary,no,1251,no,no,cellular,21,nov,1,-1,0,unknown,no
21222,43,housemaid,married,primary,no,0,no,yes,cellular,17,nov,1,129,2,failure,no
11356,56,management,married,tertiary,no,705,no,no,cellular,19,nov,2,-1,0,unknown,no
12899,32,services,single,tertiary,no,945,no,no,cellular,20,nov,1,-1,0,unknown,yes
18932,53,retired,married,primary,no,759,yes,no,telephone,25,jul,5,-1,0,unknown,no
19510,38,management,married,tertiary,yes,-562,yes,no,unknown,3,jun,1,-1,0,unknown,no
19919,31,technician,married,secondary,no,2363,yes,no,unknown,13,may,1,-1,0,unknown,no
20195,25,student,single,secondary,no,8,no,no,cellular,22,apr,2,-1,0,unknown,yes
22023,45,blue-collar,single,primary,no,1006,no,no,unknown,20,jun,1,-1,0,unknown,no
18989,33,technician,married,secondary,no,1630,yes,no,unknown,21,may,1,-1,0,unknown,no
16062,27,management,single,unknown,no,1029,yes,no,unknown,6,jun,2,-1,0,unknown,no
19999,31,student,single,tertiary,no,4951,no,no,cellular,28,jun,3,-1,0,unknown,no
13219,36,management,divorced,tertiary,no,0,no,no,cellular,22,aug,4,-1,0,unknown,no
20846,28,blue-collar,single,secondary,no,759,yes,no,unknown,9,may,1,-1,0,unknown,yes
11050,31,self-employed,single,unknown,no,7118,yes,no,cellular,19,nov,1,168,2,other,no
15941,41,technician,married,tertiary,no,63,no,no,cellular,25,aug,3,-1,0,unknown,no
17954,26,student,single,tertiary,no,255,no,no,cellular,26,may,2,-1,0,unknown,no
20190,47,management,single,tertiary,no,-295,no,yes,cellular,22,jul,2,-1,0,unknown,no
10442,42,management,married,tertiary,no,199,yes,no,cellular,9,jul,1,-1,0,unknown,no
11234,45,management,married,tertiary,no,547,no,no,cellular,2,feb,1,-1,0,unknown,yes
19324,45,unemployed,divorced,secondary,no,3354,yes,no,unknown,29,may,1,-1,0,unknown,yes
22812,33,management,married,tertiary,no,373,no,no,cellular,28,jan,1,-1,0,unknown,no
20871,25,blue-collar,single,secondary,no,335,yes,no,unknown,13,may,1,-1,0,unknown,no
14491,31,technician,married,tertiary,no,338,no,no,cellular,6,aug,2,-1,0,unknown,no
17059,43,management,divorced,tertiary,no,171,no,no,cellular,18,aug,2,-1,0,unknown,no
16536,58,blue-collar,divorced,primary,no,2716,no,no,cellular,20,nov,2,-1,0,unknown,no
21692,32,technician,single,secondary,yes,-92,yes,no,cellular,6,may,1,363,1,other,no
11051,35,management,single,tertiary,no,1750,yes,no,cellular,21,apr,3,-1,0,unknown,yes
12662,58,retired,married,tertiary,no,0,no,no,cellular,13,aug,4,-1,0,unknown,yes
14701,33,management,married,secondary,no,94,yes,no,cellular,17,jul,1,-1,0,unknown,no
21091,32,blue-collar,married,secondary,no,0,yes,yes,unknown,28,may,3,-1,0,unknown,no
12497,42,services,married,unknown,no,-1085,no,yes,cellular,21,nov,1,-1,0,unknown,no
16235,37,blue-collar,married,secondary,no,-83,yes,no,cellular,18,may,4,-1,0,unknown,no
19721,30,self-employed,single,tertiary,no,0,yes,no,cellular,5,may,1,301,1,failure,no
14466,36,management,single,tertiary,no,156,no,no,cellular,22,aug,1,-1,0,unknown,no
12273,33,technician,married,secondary,yes,18,no,yes,cellular,19,aug,18,-1,0,unknown,no
16291,28,student,single,tertiary,no,3026,no,no,cellular,3,feb,1,-1,0,unknown,no
15259,45,self-employed,married,tertiary,no,-312,no,no,telephone,18,nov,4,-1,0,unknown,no
15838,56,retired,married,primary,no,16432,no,no,cellular,19,feb,2,189,2,failure,no
18327,51,entrepreneur,married,secondary,no,-799,no,yes,cellular,15,jul,3,-1,0,unknown,yes
14447,43,management,divorced,tertiary,no,580,yes,no,cellular,11,may,1,284,2,failure,yes
13896,52,entrepreneur,married,unknown,no,0,yes,no,unknown,13,may,2,-1,0,unknown,no
12117,35,unemployed,married,secondary,no,2080,yes,no,telephone,14,apr,3,-1,0,unknown,no
21760,58,blue-collar,married,primary,no,23,yes,no,unknown,20,may,6,-1,0,unknown,no
17191,38,admin.,married,secondary,no,1344,yes,yes,unknown,19,may,2,-1,0,unknown,no
19839,43,blue-collar,married,primary,no,50,no,no,unknown,28,may,8,-1,0,unknown,no
11879,50,housemaid,divorced,secondary,no,0,no,no,telephone,13,aug,1,105,2,failure,no
19541,46,admin.,single,secondary,no,1790,yes,no,unknown,5,jun,5,-1,0,unknown,no
14505,75,retired,married,primary,no,358,no,no,cellular,17,feb,11,-1,0,unknown,yes
21477,49,blue-collar,married,secondary,no,64,yes,no,unknown,7,may,3,-1,0,unknown,no
11985,41,management,married,tertiary,no,176,yes,yes,unknown,5,may,1,-1,0,unknown,no
20231,40,technician,married,secondary,no,-357,yes,no,cellular,16,jul,4,-1,0,unknown,yes
15105,42,technician,single,secondary,no,0,yes,no,unknown,7,may,4,-1,0,unknown,no
15809,60,admin.,divorced,secondary,no,-41,yes,yes,cellular,6,feb,1,262,1,failure,yes
14629,46,management,single,secondary,no,5993,no,no,cellular,25,mar,1,184,2,failure,no
15005,46,management,married,tertiary,no,349,no,no,cellular,14,may,4,88,3,success,yes
16636,30,admin.,single,secondary,no,28,no,no,unknown,20,aug,1,-1,0,unknown,no
10352,53,technician,married,tertiary,no,6072,no,yes,unknown,16,jun,4,-1,0,unknown,no
19594,33,admin.,married,secondary,no,166,no,yes,cellular,31,jul,27,-1,0,unknown,no
12564,49,blue-collar,married,primary,no,2068,yes,no,unknown,3,jun,1,-1,0,unknown,no
12536,50,self-employed,divorced,tertiary,no,13,yes,no,cellular,20,apr,1,-1,0,unknown,yes
19496,29,admin.,single,secondary,no,306,yes,no,cellular,18,may,4,-1,0,unknown,yes
13396,53,technician,single,secondary,no,708,yes,no,unknown,16,may,3,-1,0,unknown,no
11540,47,technician,married,tertiary,no,1694,no,yes,unknown,20,jun,3,-1,0,unknown,yes
18775,32,management,single,tertiary,no,0,yes,no,cellular,18,nov,2,168,1,other,no
16900,45,blue-collar,married,primary,no,0,yes,no,telephone,24,jul,1,-1,0,unknown,no
10940,63,retired,married,secondary,no,3579,no,no,telephone,11,nov,2,-1,0,unknown,no
11968,39,management,single,unknown,no,2887,yes,no,unknown,7,may,2,-1,0,unknown,no
16702,37,services,married,secondary,no,1543,yes,no,cellular,22,may,1,10,6,failure,yes
15109,54,blue-collar,married,secondary,no,1636,no,no,telephone,20,jul,2,-1,0,unknown,yes
19635,51,admin.,married,secondary,no,255,no,no,cellular,29,aug,2,-1,0,unknown,no
22734,40,management,married,tertiary,no,268,yes,no,cellular,22,jul,3,-1,0,unknown,no
21378,40,blue-collar,married,primary,no,278,yes,no,unknown,23,may,3,-1,0,unknown,yes
11470,51,management,divorced,secondary,no,-35,yes,no,cellular,8,may,1,263,5,failure,no
19304,26,blue-collar,single,secondary,no,396,yes,no,unknown,28,may,1,-1,0,unknown,no
16980,34,admin.,married,tertiary,no,142,yes,no,cellular,13,may,1,-1,0,unknown,yes
20140,25,student,single,secondary,no,679,no,no,cellular,25,oct,5,94,6,other,yes
18546,38,technician,single,secondary,no,435,yes,no,cellular,6,may,4,345,1,failure,no
17523,36,technician,single,secondary,no,-206,yes,no,cellular,14,may,1,360,4,failure,no
18732,42,technician,married,secondary,no,3082,no,no,cellular,11,sep,1,-1,0,unknown,yes
17140,56,blue-collar,married,secondary,no,297,no,yes,telephone,27,aug,16,-1,0,unknown,no
10998,45,management,divorced,tertiary,no,0,no,no,unknown,1,jun,1,-1,0,unknown,no
16100,34,management,divorced,tertiary,no,2240,no,no,cellular,8,sep,2,184,3,success,yes
16901,25,technician,married,secondary,no,-276,yes,no,unknown,4,jun,1,-1,0,unknown,no
20229,47,management,married,tertiary,no,109,yes,no,cellular,22,jul,1,-1,0,unknown,no
19651,37,management,divorced,secondary,no,16,yes,no,unknown,30,may,1,-1,0,unknown,yes
17859,28,blue-collar,married,primary,no,113,yes,no,unknown,8,may,2,-1,0,unknown,no
11187,27,blue-collar,single,secondary,no,3792,no,no,cellular,22,apr,2,-1,0,unknown,yes
17093,38,technician,married,secondary,no,511,yes,no,cellular,20,apr,2,342,4,failure,no
12038,35,blue-collar,married,unknown,no,520,yes,no,cellular,17,apr,1,-1,0,unknown,yes
14816,40,services,single,secondary,no,1547,yes,no,cellular,20,nov,1,-1,0,unknown,yes
11693,71,retired,divorced,secondary,no,5584,no,no,cellular,21,aug,3,-1,0,unknown,yes
19466,53,services,divorced,secondary,no,36,yes,yes,unknown,2,jul,1,417,1,success,yes
20659,72,retired,single,tertiary,no,1285,no,no,telephone,2,nov,5,98,2,failure,no
17787,59,entrepreneur,married,tertiary,no,631,yes,no,unknown,12,jun,1,-1,0,unknown,no
18649,30,entrepreneur,married,tertiary,no,93,yes,no,cellular,6,feb,4,-1,0,unknown,no
21492,48,management,married,secondary,no,0,yes,no,telephone,23,jul,2,-1,0,unknown,no
22565,36,management,married,tertiary,no,114,no,no,cellular,13,aug,1,-1,0,unknown,no
16395,44,technician,divorced,secondary,no,1262,yes,no,unknown,26,may,11,-1,0,unknown,yes
15314,32,technician,married,secondary,no,484,yes,no,cellular,15,feb,6,187,3,success,yes
12248,32,services,married,secondary,no,364,yes,no,unknown,20,may,1,-1,0,unknown,no
18054,60,management,married,primary,no,4895,no,no,unknown,9,jun,1,-1,0,unknown,no
22729,32,management,single,tertiary,no,586,yes,no,cellular,19,nov,4,-1,0,unknown,no
17778,37,management,married,tertiary,no,1698,yes,no,unknown,6,jun,2,-1,0,unknown,no
15153,39,self-employed,married,tertiary,no,2630,no,no,unknown,12,jun,5,-1,0,unknown,yes
15679,43,blue-collar,married,secondary,no,953,yes,no,cellular,4,feb,2,-1,0,unknown,yes
10498,27,technician,married,secondary,no,7102,yes,no,unknown,30,may,9,-1,0,unknown,no
13259,22,student,single,secondary,no,254,no,no,cellular,13,jan,2,-1,0,unknown,yes
20842,55,retired,divorced,tertiary,no,1218,no,yes,unknown,5,jun,1,-1,0,unknown,no
12367,37,management,married,tertiary,no,2364,no,no,telephone,18,jul,4,-1,0,unknown,no
19811,60,retired,married,tertiary,no,2196,no,no,cellular,15,jun,3,-1,0,unknown,no
22823,31,management,single,tertiary,no,825,yes,no,unknown,21,may,2,-1,0,unknown,yes
18694,60,retired,divorced,secondary,no,545,yes,no,unknown,6,may,1,-1,0,unknown,yes
21749,26,admin.,single,tertiary,no,313,no,yes,cellular,26,feb,2,-1,0,unknown,yes
14927,32,management,single,tertiary,no,312,no,no,cellular,26,may,2,98,2,success,yes
16197,57,management,married,secondary,no,657,yes,no,telephone,11,may,5,-1,0,unknown,no
16600,19,student,single,primary,no,608,no,no,cellular,12,may,1,180,2,success,yes
19693,48,blue-collar,married,primary,no,1757,yes,no,unknown,15,may,1,-1,0,unknown,no
21103,27,student,single,unknown,no,910,yes,yes,unknown,27,may,1,-1,0,unknown,no
17672,20,student,single,primary,no,6991,no,no,cellular,12,aug,2,-1,0,unknown,yes
20144,33,blue-collar,married,secondary,no,1988,yes,no,unknown,8,may,2,-1,0,unknown,no
11244,54,technician,married,secondary,no,473,no,yes,cellular,2,nov,1,81,1,failure,yes
15485,31,services,single,secondary,no,181,no,no,cellular,13,nov,2,93,2,success,yes
16241,33,management,married,tertiary,no,55,no,no,cellular,30,apr,2,87,3,failure,yes
20288,34,technician,single,secondary,no,179,no,no,cellular,19,aug,3,-1,0,unknown,no
22069,37,blue-collar,married,primary,no,1021,no,no,unknown,9,jun,1,-1,0,unknown,no
17383,31,management,divorced,tertiary,no,71,no,no,cellular,12,mar,1,-1,0,unknown,yes
12755,27,student,single,tertiary,no,24025,no,no,cellular,21,oct,1,-1,0,unknown,no
21555,52,self-employed,married,tertiary,no,730,yes,no,cellular,30,oct,2,-1,0,unknown,no
21282,40,management,single,primary,no,1527,no,yes,cellular,20,nov,2,-1,0,unknown,no
21926,36,management,divorced,tertiary,no,803,yes,no,cellular,11,may,4,-1,0,unknown,no
10599,25,self-employed,single,unknown,no,1179,no,no,cellular,18,feb,2,185,3,failure,no
21995,52,blue-collar,married,primary,no,306,no,no,cellular,28,jan,1,-1,0,unknown,yes
15647,26,blue-collar,single,primary,no,535,yes,no,unknown,9,jun,37,-1,0,unknown,no
19367,48,management,married,tertiary,no,5320,yes,no,unknown,20,jun,1,-1,0,unknown,yes
22562,42,management,married,tertiary,no,4617,yes,no,cellular,31,jul,2,-1,0,unknown,no
11278,66,retired,married,primary,no,711,no,no,telephone,20,apr,5,-1,0,unknown,no
20171,45,blue-collar,single,secondary,no,0,no,no,cellular,5,aug,2,472,1,success,yes
20769,26,student,single,secondary,no,3090,no,no,cellular,26,jul,1,339,1,failure,no
21524,54,admin.,married,secondary,no,1279,yes,yes,cellular,28,jan,2,-1,0,unknown,no
12130,38,technician,married,secondary,no,922,yes,yes,cellular,17,jul,2,-1,0,unknown,no
20519,44,blue-collar,single,secondary,no,492,no,yes,cellular,12,may,2,351,3,other,no
14901,34,blue-collar,married,secondary,no,1430,yes,yes,cellular,18,nov,3,-1,0,unknown,no
22866,39,blue-collar,married,primary,no,2288,yes,no,cellular,15,may,1,-1,0,unknown,no
19824,31,services,single,secondary,no,-205,no,no,cellular,1,sep,1,579,1,failure,yes
